"location","date","total_cases_per_million","total_deaths_per_million","new_cases_smoothed_per_million","people_fully_vaccinated_per_hundred"
"Brazil","2020-01-05",0,0,NA,NA
"Brazil","2020-01-06",0,0,NA,NA
"Brazil","2020-01-07",0,0,NA,NA
"Brazil","2020-01-08",0,0,NA,NA
"Brazil","2020-01-09",0,0,NA,NA
"Brazil","2020-01-10",0,0,0,NA
"Brazil","2020-01-11",0,0,0,NA
"Brazil","2020-01-12",0,0,0,NA
"Brazil","2020-01-13",0,0,0,NA
"Brazil","2020-01-14",0,0,0,NA
"Brazil","2020-01-15",0,0,0,NA
"Brazil","2020-01-16",0,0,0,NA
"Brazil","2020-01-17",0,0,0,NA
"Brazil","2020-01-18",0,0,0,NA
"Brazil","2020-01-19",0,0,0,NA
"Brazil","2020-01-20",0,0,0,NA
"Brazil","2020-01-21",0,0,0,NA
"Brazil","2020-01-22",0,0,0,NA
"Brazil","2020-01-23",0,0,0,NA
"Brazil","2020-01-24",0,0,0,NA
"Brazil","2020-01-25",0,0,0,NA
"Brazil","2020-01-26",0,0,0,NA
"Brazil","2020-01-27",0,0,0,NA
"Brazil","2020-01-28",0,0,0,NA
"Brazil","2020-01-29",0,0,0,NA
"Brazil","2020-01-30",0,0,0,NA
"Brazil","2020-01-31",0,0,0,NA
"Brazil","2020-02-01",0,0,0,NA
"Brazil","2020-02-02",0,0,0,NA
"Brazil","2020-02-03",0,0,0,NA
"Brazil","2020-02-04",0,0,0,NA
"Brazil","2020-02-05",0,0,0,NA
"Brazil","2020-02-06",0,0,0,NA
"Brazil","2020-02-07",0,0,0,NA
"Brazil","2020-02-08",0,0,0,NA
"Brazil","2020-02-09",0,0,0,NA
"Brazil","2020-02-10",0,0,0,NA
"Brazil","2020-02-11",0,0,0,NA
"Brazil","2020-02-12",0,0,0,NA
"Brazil","2020-02-13",0,0,0,NA
"Brazil","2020-02-14",0,0,0,NA
"Brazil","2020-02-15",0,0,0,NA
"Brazil","2020-02-16",0,0,0,NA
"Brazil","2020-02-17",0,0,0,NA
"Brazil","2020-02-18",0,0,0,NA
"Brazil","2020-02-19",0,0,0,NA
"Brazil","2020-02-20",0,0,0,NA
"Brazil","2020-02-21",0,0,0,NA
"Brazil","2020-02-22",0,0,0,NA
"Brazil","2020-02-23",0,0,0,NA
"Brazil","2020-02-24",0,0,0,NA
"Brazil","2020-02-25",0,0,0,NA
"Brazil","2020-02-26",0,0,0,NA
"Brazil","2020-02-27",0,0,0,NA
"Brazil","2020-02-28",0,0,0,NA
"Brazil","2020-02-29",0,0,0,NA
"Brazil","2020-03-01",0,0,0,NA
"Brazil","2020-03-02",0,0,0,NA
"Brazil","2020-03-03",0,0,0,NA
"Brazil","2020-03-04",0,0,0,NA
"Brazil","2020-03-05",0,0,0,NA
"Brazil","2020-03-06",0,0,0,NA
"Brazil","2020-03-07",0,0,0,NA
"Brazil","2020-03-08",0.06,0,0.01,NA
"Brazil","2020-03-09",0.06,0,0.01,NA
"Brazil","2020-03-10",0.06,0,0.01,NA
"Brazil","2020-03-11",0.06,0,0.01,NA
"Brazil","2020-03-12",0.06,0,0.01,NA
"Brazil","2020-03-13",0.06,0,0.01,NA
"Brazil","2020-03-14",0.06,0,0.01,NA
"Brazil","2020-03-15",0.4,0,0.05,NA
"Brazil","2020-03-16",0.4,0,0.05,NA
"Brazil","2020-03-17",0.4,0,0.05,NA
"Brazil","2020-03-18",0.4,0,0.05,NA
"Brazil","2020-03-19",0.4,0,0.05,NA
"Brazil","2020-03-20",0.4,0,0.05,NA
"Brazil","2020-03-21",0.4,0,0.05,NA
"Brazil","2020-03-22",4.3,0.05,0.56,NA
"Brazil","2020-03-23",4.3,0.05,0.56,NA
"Brazil","2020-03-24",4.3,0.05,0.56,NA
"Brazil","2020-03-25",4.3,0.05,0.56,NA
"Brazil","2020-03-26",4.3,0.05,0.56,NA
"Brazil","2020-03-27",4.3,0.05,0.56,NA
"Brazil","2020-03-28",4.3,0.05,0.56,NA
"Brazil","2020-03-29",16.25,0.44,1.71,NA
"Brazil","2020-03-30",16.25,0.44,1.71,NA
"Brazil","2020-03-31",16.25,0.44,1.71,NA
"Brazil","2020-04-01",16.25,0.44,1.71,NA
"Brazil","2020-04-02",16.25,0.44,1.71,NA
"Brazil","2020-04-03",16.25,0.44,1.71,NA
"Brazil","2020-04-04",16.25,0.44,1.71,NA
"Brazil","2020-04-05",43.06,1.71,3.83,NA
"Brazil","2020-04-06",43.06,1.71,3.83,NA
"Brazil","2020-04-07",43.06,1.71,3.83,NA
"Brazil","2020-04-08",43.06,1.71,3.83,NA
"Brazil","2020-04-09",43.06,1.71,3.83,NA
"Brazil","2020-04-10",43.06,1.71,3.83,NA
"Brazil","2020-04-11",43.06,1.71,3.83,NA
"Brazil","2020-04-12",93.38,5.02,7.19,NA
"Brazil","2020-04-13",93.38,5.02,7.19,NA
"Brazil","2020-04-14",93.38,5.02,7.19,NA
"Brazil","2020-04-15",93.38,5.02,7.19,NA
"Brazil","2020-04-16",93.38,5.02,7.19,NA
"Brazil","2020-04-17",93.38,5.02,7.19,NA
"Brazil","2020-04-18",93.38,5.02,7.19,NA
"Brazil","2020-04-19",160.16,10.18,9.54,NA
"Brazil","2020-04-20",160.16,10.18,9.54,NA
"Brazil","2020-04-21",160.16,10.18,9.54,NA
"Brazil","2020-04-22",160.16,10.18,9.54,NA
"Brazil","2020-04-23",160.16,10.18,9.54,NA
"Brazil","2020-04-24",160.16,10.18,9.54,NA
"Brazil","2020-04-25",160.16,10.18,9.54,NA
"Brazil","2020-04-26",251.99,17.45,13.12,NA
"Brazil","2020-04-27",251.99,17.45,13.12,NA
"Brazil","2020-04-28",251.99,17.45,13.12,NA
"Brazil","2020-04-29",251.99,17.45,13.12,NA
"Brazil","2020-04-30",251.99,17.45,13.12,NA
"Brazil","2020-05-01",251.99,17.45,13.12,NA
"Brazil","2020-05-02",251.99,17.45,13.12,NA
"Brazil","2020-05-03",435.5,30.09,26.22,NA
"Brazil","2020-05-04",435.5,30.09,26.22,NA
"Brazil","2020-05-05",435.5,30.09,26.22,NA
"Brazil","2020-05-06",435.5,30.09,26.22,NA
"Brazil","2020-05-07",435.5,30.09,26.22,NA
"Brazil","2020-05-08",435.5,30.09,26.22,NA
"Brazil","2020-05-09",435.5,30.09,26.22,NA
"Brazil","2020-05-10",691.03,47.06,36.5,NA
"Brazil","2020-05-11",691.03,47.06,36.5,NA
"Brazil","2020-05-12",691.03,47.06,36.5,NA
"Brazil","2020-05-13",691.03,47.06,36.5,NA
"Brazil","2020-05-14",691.03,47.06,36.5,NA
"Brazil","2020-05-15",691.03,47.06,36.5,NA
"Brazil","2020-05-16",691.03,47.06,36.5,NA
"Brazil","2020-05-17",1037.64,70.45,49.52,NA
"Brazil","2020-05-18",1037.64,70.45,49.52,NA
"Brazil","2020-05-19",1037.64,70.45,49.52,NA
"Brazil","2020-05-20",1037.64,70.45,49.52,NA
"Brazil","2020-05-21",1037.64,70.45,49.52,NA
"Brazil","2020-05-22",1037.64,70.45,49.52,NA
"Brazil","2020-05-23",1037.64,70.45,49.52,NA
"Brazil","2020-05-24",1573.37,100.08,76.53,NA
"Brazil","2020-05-25",1573.37,100.08,76.53,NA
"Brazil","2020-05-26",1573.37,100.08,76.53,NA
"Brazil","2020-05-27",1573.37,100.08,76.53,NA
"Brazil","2020-05-28",1573.37,100.08,76.53,NA
"Brazil","2020-05-29",1573.37,100.08,76.53,NA
"Brazil","2020-05-30",1573.37,100.08,76.53,NA
"Brazil","2020-05-31",2211.85,132.56,91.21,NA
"Brazil","2020-06-01",2211.85,132.56,91.21,NA
"Brazil","2020-06-02",2211.85,132.56,91.21,NA
"Brazil","2020-06-03",2211.85,132.56,91.21,NA
"Brazil","2020-06-04",2211.85,132.56,91.21,NA
"Brazil","2020-06-05",2211.85,132.56,91.21,NA
"Brazil","2020-06-06",2211.85,132.56,91.21,NA
"Brazil","2020-06-07",3070.62,166.55,122.68,NA
"Brazil","2020-06-08",3070.62,166.55,122.68,NA
"Brazil","2020-06-09",3070.62,166.55,122.68,NA
"Brazil","2020-06-10",3070.62,166.55,122.68,NA
"Brazil","2020-06-11",3070.62,166.55,122.68,NA
"Brazil","2020-06-12",3070.62,166.55,122.68,NA
"Brazil","2020-06-13",3070.62,166.55,122.68,NA
"Brazil","2020-06-14",3940.96,198.89,124.34,NA
"Brazil","2020-06-15",3940.96,198.89,124.34,NA
"Brazil","2020-06-16",3940.96,198.89,124.34,NA
"Brazil","2020-06-17",3940.96,198.89,124.34,NA
"Brazil","2020-06-18",3940.96,198.89,124.34,NA
"Brazil","2020-06-19",3940.96,198.89,124.34,NA
"Brazil","2020-06-20",3940.96,198.89,124.34,NA
"Brazil","2020-06-21",4911.47,232.78,138.64,NA
"Brazil","2020-06-22",4911.47,232.78,138.64,NA
"Brazil","2020-06-23",4911.47,232.78,138.64,NA
"Brazil","2020-06-24",4911.47,232.78,138.64,NA
"Brazil","2020-06-25",4911.47,232.78,138.64,NA
"Brazil","2020-06-26",4911.47,232.78,138.64,NA
"Brazil","2020-06-27",4911.47,232.78,138.64,NA
"Brazil","2020-06-28",6062.46,266.09,164.43,NA
"Brazil","2020-06-29",6062.46,266.09,164.43,NA
"Brazil","2020-06-30",6062.46,266.09,164.43,NA
"Brazil","2020-07-01",6062.46,266.09,164.43,NA
"Brazil","2020-07-02",6062.46,266.09,164.43,NA
"Brazil","2020-07-03",6062.46,266.09,164.43,NA
"Brazil","2020-07-04",6062.46,266.09,164.43,NA
"Brazil","2020-07-05",7318.28,300.39,179.4,NA
"Brazil","2020-07-06",7318.28,300.39,179.4,NA
"Brazil","2020-07-07",7318.28,300.39,179.4,NA
"Brazil","2020-07-08",7318.28,300.39,179.4,NA
"Brazil","2020-07-09",7318.28,300.39,179.4,NA
"Brazil","2020-07-10",7318.28,300.39,179.4,NA
"Brazil","2020-07-11",7318.28,300.39,179.4,NA
"Brazil","2020-07-12",8562.87,334.74,177.8,NA
"Brazil","2020-07-13",8562.87,334.74,177.8,NA
"Brazil","2020-07-14",8562.87,334.74,177.8,NA
"Brazil","2020-07-15",8562.87,334.74,177.8,NA
"Brazil","2020-07-16",8562.87,334.74,177.8,NA
"Brazil","2020-07-17",8562.87,334.74,177.8,NA
"Brazil","2020-07-18",8562.87,334.74,177.8,NA
"Brazil","2020-07-19",9730.22,370.18,166.76,NA
"Brazil","2020-07-20",9730.22,370.18,166.76,NA
"Brazil","2020-07-21",9730.22,370.18,166.76,NA
"Brazil","2020-07-22",9730.22,370.18,166.76,NA
"Brazil","2020-07-23",9730.22,370.18,166.76,NA
"Brazil","2020-07-24",9730.22,370.18,166.76,NA
"Brazil","2020-07-25",9730.22,370.18,166.76,NA
"Brazil","2020-07-26",11142.63,405.3,201.77,NA
"Brazil","2020-07-27",11142.63,405.3,201.77,NA
"Brazil","2020-07-28",11142.63,405.3,201.77,NA
"Brazil","2020-07-29",11142.63,405.3,201.77,NA
"Brazil","2020-07-30",11142.63,405.3,201.77,NA
"Brazil","2020-07-31",11142.63,405.3,201.77,NA
"Brazil","2020-08-01",11142.63,405.3,201.77,NA
"Brazil","2020-08-02",12660.03,439.72,216.77,NA
"Brazil","2020-08-03",12660.03,439.72,216.77,NA
"Brazil","2020-08-04",12660.03,439.72,216.77,NA
"Brazil","2020-08-05",12660.03,439.72,216.77,NA
"Brazil","2020-08-06",12660.03,439.72,216.77,NA
"Brazil","2020-08-07",12660.03,439.72,216.77,NA
"Brazil","2020-08-08",12660.03,439.72,216.77,NA
"Brazil","2020-08-09",14086.31,473.46,203.76,NA
"Brazil","2020-08-10",14086.31,473.46,203.76,NA
"Brazil","2020-08-11",14086.31,473.46,203.76,NA
"Brazil","2020-08-12",14086.31,473.46,203.76,NA
"Brazil","2020-08-13",14086.31,473.46,203.76,NA
"Brazil","2020-08-14",14086.31,473.46,203.76,NA
"Brazil","2020-08-15",14086.31,473.46,203.76,NA
"Brazil","2020-08-16",15574.99,506.51,212.67,NA
"Brazil","2020-08-17",15574.99,506.51,212.67,NA
"Brazil","2020-08-18",15574.99,506.51,212.67,NA
"Brazil","2020-08-19",15574.99,506.51,212.67,NA
"Brazil","2020-08-20",15574.99,506.51,212.67,NA
"Brazil","2020-08-21",15574.99,506.51,212.67,NA
"Brazil","2020-08-22",15574.99,506.51,212.67,NA
"Brazil","2020-08-23",16796.11,539.01,174.45,NA
"Brazil","2020-08-24",16796.11,539.01,174.45,NA
"Brazil","2020-08-25",16796.11,539.01,174.45,NA
"Brazil","2020-08-26",16796.11,539.01,174.45,NA
"Brazil","2020-08-27",16796.11,539.01,174.45,NA
"Brazil","2020-08-28",16796.11,539.01,174.45,NA
"Brazil","2020-08-29",16796.11,539.01,174.45,NA
"Brazil","2020-08-30",18091.71,568.24,185.09,NA
"Brazil","2020-08-31",18091.71,568.24,185.09,NA
"Brazil","2020-09-01",18091.71,568.24,185.09,NA
"Brazil","2020-09-02",18091.71,568.24,185.09,NA
"Brazil","2020-09-03",18091.71,568.24,185.09,NA
"Brazil","2020-09-04",18091.71,568.24,185.09,NA
"Brazil","2020-09-05",18091.71,568.24,185.09,NA
"Brazil","2020-09-06",19461.28,596.85,195.65,NA
"Brazil","2020-09-07",19461.28,596.85,195.65,NA
"Brazil","2020-09-08",19461.28,596.85,195.65,NA
"Brazil","2020-09-09",19461.28,596.85,195.65,NA
"Brazil","2020-09-10",19461.28,596.85,195.65,NA
"Brazil","2020-09-11",19461.28,596.85,195.65,NA
"Brazil","2020-09-12",19461.28,596.85,195.65,NA
"Brazil","2020-09-13",20361.55,620.03,128.61,NA
"Brazil","2020-09-14",20361.55,620.03,128.61,NA
"Brazil","2020-09-15",20361.55,620.03,128.61,NA
"Brazil","2020-09-16",20361.55,620.03,128.61,NA
"Brazil","2020-09-17",20361.55,620.03,128.61,NA
"Brazil","2020-09-18",20361.55,620.03,128.61,NA
"Brazil","2020-09-19",20361.55,620.03,128.61,NA
"Brazil","2020-09-20",21374.44,645.69,144.7,NA
"Brazil","2020-09-21",21374.44,645.69,144.7,NA
"Brazil","2020-09-22",21374.44,645.69,144.7,NA
"Brazil","2020-09-23",21374.44,645.69,144.7,NA
"Brazil","2020-09-24",21374.44,645.69,144.7,NA
"Brazil","2020-09-25",21374.44,645.69,144.7,NA
"Brazil","2020-09-26",21374.44,645.69,144.7,NA
"Brazil","2020-09-27",22298.95,668.25,132.07,NA
"Brazil","2020-09-28",22298.95,668.25,132.07,NA
"Brazil","2020-09-29",22298.95,668.25,132.07,NA
"Brazil","2020-09-30",22298.95,668.25,132.07,NA
"Brazil","2020-10-01",22298.95,668.25,132.07,NA
"Brazil","2020-10-02",22298.95,668.25,132.07,NA
"Brazil","2020-10-03",22298.95,668.25,132.07,NA
"Brazil","2020-10-04",23206.72,691.32,129.68,NA
"Brazil","2020-10-05",23206.72,691.32,129.68,NA
"Brazil","2020-10-06",23206.72,691.32,129.68,NA
"Brazil","2020-10-07",23206.72,691.32,129.68,NA
"Brazil","2020-10-08",23206.72,691.32,129.68,NA
"Brazil","2020-10-09",23206.72,691.32,129.68,NA
"Brazil","2020-10-10",23206.72,691.32,129.68,NA
"Brazil","2020-10-11",24040.58,711.53,119.12,NA
"Brazil","2020-10-12",24040.58,711.53,119.12,NA
"Brazil","2020-10-13",24040.58,711.53,119.12,NA
"Brazil","2020-10-14",24040.58,711.53,119.12,NA
"Brazil","2020-10-15",24040.58,711.53,119.12,NA
"Brazil","2020-10-16",24040.58,711.53,119.12,NA
"Brazil","2020-10-17",24040.58,711.53,119.12,NA
"Brazil","2020-10-18",24727.25,728.53,98.1,NA
"Brazil","2020-10-19",24727.25,728.53,98.1,NA
"Brazil","2020-10-20",24727.25,728.53,98.1,NA
"Brazil","2020-10-21",24727.25,728.53,98.1,NA
"Brazil","2020-10-22",24727.25,728.53,98.1,NA
"Brazil","2020-10-23",24727.25,728.53,98.1,NA
"Brazil","2020-10-24",24727.25,728.53,98.1,NA
"Brazil","2020-10-25",25456.46,744.01,104.17,NA
"Brazil","2020-10-26",25456.46,744.01,104.17,NA
"Brazil","2020-10-27",25456.46,744.01,104.17,NA
"Brazil","2020-10-28",25456.46,744.01,104.17,NA
"Brazil","2020-10-29",25456.46,744.01,104.17,NA
"Brazil","2020-10-30",25456.46,744.01,104.17,NA
"Brazil","2020-10-31",25456.46,744.01,104.17,NA
"Brazil","2020-11-01",26231.52,758.31,110.72,NA
"Brazil","2020-11-02",26231.52,758.31,110.72,NA
"Brazil","2020-11-03",26231.52,758.31,110.72,NA
"Brazil","2020-11-04",26231.52,758.31,110.72,NA
"Brazil","2020-11-05",26231.52,758.31,110.72,NA
"Brazil","2020-11-06",26231.52,758.31,110.72,NA
"Brazil","2020-11-07",26231.52,758.31,110.72,NA
"Brazil","2020-11-08",26776.08,770.38,77.79,NA
"Brazil","2020-11-09",26776.08,770.38,77.79,NA
"Brazil","2020-11-10",26776.08,770.38,77.79,NA
"Brazil","2020-11-11",26776.08,770.38,77.79,NA
"Brazil","2020-11-12",26776.08,770.38,77.79,NA
"Brazil","2020-11-13",26776.08,770.38,77.79,NA
"Brazil","2020-11-14",26776.08,770.38,77.79,NA
"Brazil","2020-11-15",27629.46,783.32,121.91,NA
"Brazil","2020-11-16",27629.46,783.32,121.91,NA
"Brazil","2020-11-17",27629.46,783.32,121.91,NA
"Brazil","2020-11-18",27629.46,783.32,121.91,NA
"Brazil","2020-11-19",27629.46,783.32,121.91,NA
"Brazil","2020-11-20",27629.46,783.32,121.91,NA
"Brazil","2020-11-21",27629.46,783.32,121.91,NA
"Brazil","2020-11-22",28625.68,801.75,142.32,NA
"Brazil","2020-11-23",28625.68,801.75,142.32,NA
"Brazil","2020-11-24",28625.68,801.75,142.32,NA
"Brazil","2020-11-25",28625.68,801.75,142.32,NA
"Brazil","2020-11-26",28625.68,801.75,142.32,NA
"Brazil","2020-11-27",28625.68,801.75,142.32,NA
"Brazil","2020-11-28",28625.68,801.75,142.32,NA
"Brazil","2020-11-29",29663.15,817.73,148.21,NA
"Brazil","2020-11-30",29663.15,817.73,148.21,NA
"Brazil","2020-12-01",29663.15,817.73,148.21,NA
"Brazil","2020-12-02",29663.15,817.73,148.21,NA
"Brazil","2020-12-03",29663.15,817.73,148.21,NA
"Brazil","2020-12-04",29663.15,817.73,148.21,NA
"Brazil","2020-12-05",29663.15,817.73,148.21,NA
"Brazil","2020-12-06",31068.8,836.7,200.81,NA
"Brazil","2020-12-07",31068.8,836.7,200.81,NA
"Brazil","2020-12-08",31068.8,836.7,200.81,NA
"Brazil","2020-12-09",31068.8,836.7,200.81,NA
"Brazil","2020-12-10",31068.8,836.7,200.81,NA
"Brazil","2020-12-11",31068.8,836.7,200.81,NA
"Brazil","2020-12-12",31068.8,836.7,200.81,NA
"Brazil","2020-12-13",32506.03,857.97,205.32,NA
"Brazil","2020-12-14",32506.03,857.97,205.32,NA
"Brazil","2020-12-15",32506.03,857.97,205.32,NA
"Brazil","2020-12-16",32506.03,857.97,205.32,NA
"Brazil","2020-12-17",32506.03,857.97,205.32,NA
"Brazil","2020-12-18",32506.03,857.97,205.32,NA
"Brazil","2020-12-19",32506.03,857.97,205.32,NA
"Brazil","2020-12-20",34059.72,882.76,221.96,NA
"Brazil","2020-12-21",34059.72,882.76,221.96,NA
"Brazil","2020-12-22",34059.72,882.76,221.96,NA
"Brazil","2020-12-23",34059.72,882.76,221.96,NA
"Brazil","2020-12-24",34059.72,882.76,221.96,NA
"Brazil","2020-12-25",34059.72,882.76,221.96,NA
"Brazil","2020-12-26",34059.72,882.76,221.96,NA
"Brazil","2020-12-27",35417.66,905.76,193.99,NA
"Brazil","2020-12-28",35417.66,905.76,193.99,NA
"Brazil","2020-12-29",35417.66,905.76,193.99,NA
"Brazil","2020-12-30",35417.66,905.76,193.99,NA
"Brazil","2020-12-31",35417.66,905.76,193.99,NA
"Brazil","2021-01-01",35417.66,905.76,193.99,NA
"Brazil","2021-01-02",35417.66,905.76,193.99,NA
"Brazil","2021-01-03",36615.99,929.17,171.19,NA
"Brazil","2021-01-04",36615.99,929.17,171.19,NA
"Brazil","2021-01-05",36615.99,929.17,171.19,NA
"Brazil","2021-01-06",36615.99,929.17,171.19,NA
"Brazil","2021-01-07",36615.99,929.17,171.19,NA
"Brazil","2021-01-08",36615.99,929.17,171.19,NA
"Brazil","2021-01-09",36615.99,929.17,171.19,NA
"Brazil","2021-01-10",38104.91,957.94,212.7,NA
"Brazil","2021-01-11",38104.91,957.94,212.7,NA
"Brazil","2021-01-12",38104.91,957.94,212.7,NA
"Brazil","2021-01-13",38104.91,957.94,212.7,NA
"Brazil","2021-01-14",38104.91,957.94,212.7,NA
"Brazil","2021-01-15",38104.91,957.94,212.7,NA
"Brazil","2021-01-16",38104.91,957.94,212.7,NA
"Brazil","2021-01-17",39910.78,990.2,257.98,NA
"Brazil","2021-01-18",39910.78,990.2,257.98,NA
"Brazil","2021-01-19",39910.78,990.2,257.98,NA
"Brazil","2021-01-20",39910.78,990.2,257.98,NA
"Brazil","2021-01-21",39910.78,990.2,257.98,NA
"Brazil","2021-01-22",39910.78,990.2,257.98,NA
"Brazil","2021-01-23",39910.78,990.2,257.98,NA
"Brazil","2021-01-24",41624.6,1023.47,244.83,NA
"Brazil","2021-01-25",41624.6,1023.47,244.83,NA
"Brazil","2021-01-26",41624.6,1023.47,244.83,NA
"Brazil","2021-01-27",41624.6,1023.47,244.83,NA
"Brazil","2021-01-28",41624.6,1023.47,244.83,NA
"Brazil","2021-01-29",41624.6,1023.47,244.83,NA
"Brazil","2021-01-30",41624.6,1023.47,244.83,NA
"Brazil","2021-01-31",43358.23,1058.77,247.66,NA
"Brazil","2021-02-01",43358.23,1058.77,247.66,NA
"Brazil","2021-02-02",43358.23,1058.77,247.66,NA
"Brazil","2021-02-03",43358.23,1058.77,247.66,NA
"Brazil","2021-02-04",43358.23,1058.77,247.66,NA
"Brazil","2021-02-05",43358.23,1058.77,247.66,0
"Brazil","2021-02-06",43358.23,1058.77,247.66,0.01
"Brazil","2021-02-07",44920.96,1093.8,223.25,0.01
"Brazil","2021-02-08",44920.96,1093.8,223.25,0.02
"Brazil","2021-02-09",44920.96,1093.8,223.25,0.02
"Brazil","2021-02-10",44920.96,1093.8,223.25,0.04
"Brazil","2021-02-11",44920.96,1093.8,223.25,0.05
"Brazil","2021-02-12",44920.96,1093.8,223.25,0.08
"Brazil","2021-02-13",44920.96,1093.8,223.25,0.09
"Brazil","2021-02-14",46434.41,1129.25,216.21,0.1
"Brazil","2021-02-15",46434.41,1129.25,216.21,0.13
"Brazil","2021-02-16",46434.41,1129.25,216.21,0.26
"Brazil","2021-02-17",46434.41,1129.25,216.21,0.34
"Brazil","2021-02-18",46434.41,1129.25,216.21,0.42
"Brazil","2021-02-19",46434.41,1129.25,216.21,0.49
"Brazil","2021-02-20",46434.41,1129.25,216.21,0.53
"Brazil","2021-02-21",47938.04,1163.85,214.8,0.54
"Brazil","2021-02-22",47938.04,1163.85,214.8,0.6
"Brazil","2021-02-23",47938.04,1163.85,214.8,0.67
"Brazil","2021-02-24",47938.04,1163.85,214.8,0.74
"Brazil","2021-02-25",47938.04,1163.85,214.8,0.82
"Brazil","2021-02-26",47938.04,1163.85,214.8,0.88
"Brazil","2021-02-27",47938.04,1163.85,214.8,0.89
"Brazil","2021-02-28",49716.17,1202.22,254.02,0.89
"Brazil","2021-03-01",49716.17,1202.22,254.02,0.95
"Brazil","2021-03-02",49716.17,1202.22,254.02,1
"Brazil","2021-03-03",49716.17,1202.22,254.02,1.08
"Brazil","2021-03-04",49716.17,1202.22,254.02,1.15
"Brazil","2021-03-05",49716.17,1202.22,254.02,1.22
"Brazil","2021-03-06",49716.17,1202.22,254.02,1.25
"Brazil","2021-03-07",51682.81,1249.46,280.95,1.26
"Brazil","2021-03-08",51682.81,1249.46,280.95,1.32
"Brazil","2021-03-09",51682.81,1249.46,280.95,1.39
"Brazil","2021-03-10",51682.81,1249.46,280.95,1.47
"Brazil","2021-03-11",51682.81,1249.46,280.95,1.54
"Brazil","2021-03-12",51682.81,1249.46,280.95,1.61
"Brazil","2021-03-13",51682.81,1249.46,280.95,1.65
"Brazil","2021-03-14",54032.5,1308.12,335.67,1.66
"Brazil","2021-03-15",54032.5,1308.12,335.67,1.71
"Brazil","2021-03-16",54032.5,1308.12,335.67,1.76
"Brazil","2021-03-17",54032.5,1308.12,335.67,1.82
"Brazil","2021-03-18",54032.5,1308.12,335.67,1.87
"Brazil","2021-03-19",54032.5,1308.12,335.67,1.91
"Brazil","2021-03-20",54032.5,1308.12,335.67,1.92
"Brazil","2021-03-21",56448.07,1380.43,345.08,1.93
"Brazil","2021-03-22",56448.07,1380.43,345.08,1.97
"Brazil","2021-03-23",56448.07,1380.43,345.08,2.02
"Brazil","2021-03-24",56448.07,1380.43,345.08,2.07
"Brazil","2021-03-25",56448.07,1380.43,345.08,2.11
"Brazil","2021-03-26",56448.07,1380.43,345.08,2.16
"Brazil","2021-03-27",56448.07,1380.43,345.08,2.17
"Brazil","2021-03-28",58982.58,1460.31,362.07,2.18
"Brazil","2021-03-29",58982.58,1460.31,362.07,2.24
"Brazil","2021-03-30",58982.58,1460.31,362.07,2.3
"Brazil","2021-03-31",58982.58,1460.31,362.07,2.37
"Brazil","2021-04-01",58982.58,1460.31,362.07,2.43
"Brazil","2021-04-02",58982.58,1460.31,362.07,2.45
"Brazil","2021-04-03",58982.58,1460.31,362.07,2.49
"Brazil","2021-04-04",61387.01,1560.61,343.49,2.51
"Brazil","2021-04-05",61387.01,1560.61,343.49,2.6
"Brazil","2021-04-06",61387.01,1560.61,343.49,2.73
"Brazil","2021-04-07",61387.01,1560.61,343.49,2.84
"Brazil","2021-04-08",61387.01,1560.61,343.49,2.98
"Brazil","2021-04-09",61387.01,1560.61,343.49,3.18
"Brazil","2021-04-10",61387.01,1560.61,343.49,3.25
"Brazil","2021-04-11",63589,1658.14,314.57,3.28
"Brazil","2021-04-12",63589,1658.14,314.57,3.44
"Brazil","2021-04-13",63589,1658.14,314.57,3.6
"Brazil","2021-04-14",63589,1658.14,314.57,3.79
"Brazil","2021-04-15",63589,1658.14,314.57,3.98
"Brazil","2021-04-16",63589,1658.14,314.57,4.27
"Brazil","2021-04-17",63589,1658.14,314.57,4.42
"Brazil","2021-04-18",65772.87,1753.39,311.98,4.46
"Brazil","2021-04-19",65772.87,1753.39,311.98,4.74
"Brazil","2021-04-20",65772.87,1753.39,311.98,4.98
"Brazil","2021-04-21",65772.87,1753.39,311.98,5.09
"Brazil","2021-04-22",65772.87,1753.39,311.98,5.3
"Brazil","2021-04-23",65772.87,1753.39,311.98,5.71
"Brazil","2021-04-24",65772.87,1753.39,311.98,5.81
"Brazil","2021-04-25",67696.83,1837.4,274.85,5.85
"Brazil","2021-04-26",67696.83,1837.4,274.85,6.12
"Brazil","2021-04-27",67696.83,1837.4,274.85,6.51
"Brazil","2021-04-28",67696.83,1837.4,274.85,6.8
"Brazil","2021-04-29",67696.83,1837.4,274.85,7.05
"Brazil","2021-04-30",67696.83,1837.4,274.85,7.29
"Brazil","2021-05-01",67696.83,1837.4,274.85,7.35
"Brazil","2021-05-02",69703.11,1919.96,286.61,7.37
"Brazil","2021-05-03",69703.11,1919.96,286.61,7.57
"Brazil","2021-05-04",69703.11,1919.96,286.61,7.77
"Brazil","2021-05-05",69703.11,1919.96,286.61,7.94
"Brazil","2021-05-06",69703.11,1919.96,286.61,8.06
"Brazil","2021-05-07",69703.11,1919.96,286.61,8.19
"Brazil","2021-05-08",69703.11,1919.96,286.61,8.23
"Brazil","2021-05-09",71716.55,1992.87,287.63,8.24
"Brazil","2021-05-10",71716.55,1992.87,287.63,8.4
